Layer,ID,Name,Full Address,City,State,ZIP,County,Type,Status,Phone,Email,DNR / License,Comments
OUT,,Heavy's Automotive,"4 National Drive, Windsor Locks, CT, 06096",Windsor Locks,CT,06096,,,,(860) 989-5247,,,
OUT,ST0004847,Hebron Quick Lube LLC,"24 Wall Street, Hebron, CT, 06248",Hebron,CT,06248,Tolland,Full Service,,8602281314,jfusco8@gmail.com,,"site has been sold, waiting for written confirmation of withdrawal from seller - last test 2/10/23 - new owner has applied but waiting for license | site has been sold, waiting for written confirmation of withdrawal from seller - last test 2/10/23 - new owner has applied but waiting for license"
OUT,ST0006083 - withdrew,Heritage Valley Ford - Brooklyn,"455 Providence Road, Brooklyn, CT, 06234",Brooklyn,CT,06234,Windham,Full Service,,8607743673,Jake.Dykeman@hvautoct.com,N2810,5/8/23 - site purchased by Putnan Ford (name to be changed to Heritage Valley) | 5/8/23 - site purchased by Putnan Ford (name to be changed to Heritage Valley)
OUT,ST0006084,Heritage Valley Ford - Putnam,"3 Park Road, Putnam, CT, 06260",Putnam,CT,06260,Windham,Full Service,,(860)-928-2731,jake.dykeman@hvautoct.com,U9034,rec'd request for withdrawl effective 2/28/24 | rec'd request for withdrawl effective 2/28/24
OUT,,Hilario's Auto,"1349 Southford Rd, Southbury, CT, 06488",Southbury,CT,06488,New Haven,VIN Only,,2034261459,drew.hilarios@gmail.com,R7670,"11/4/23 - inquired via website, currently has 2 other VIN Only sites in program | 11/4/23 - inquired via website, currently has 2 other VIN Only sites in program"
OUT,,Hillside Automotive Center Inc,"54 Hillside Ave, Hartford, CT, 06106",Hartford,CT,06106,,,,(860) 951-1083,,,"very small (seats 1) waiting area & pkg lot, near roundabout, all 3 bays w/lifts, will install monitor, bath is new and clean | very small (seats 1) waiting area & pkg lot, near roundabout, all 3 bays w/lifts, will install monitor, bath is new and clean"
OUT,,House of Cars CT,"171 S Broad St, Meriden, CT, 06450",Meriden,CT,06450,New Haven,,,2034431323,,,"9/29 - called looking for information on how he would go about getting his station ready, 9/30 - Gage called to advise we are not accepting new stations at this time but he is now on the waiting list | 9/29 - called looking for information on how he would go about getting his station ready, 9/30 - Gage called to advise we are not accepting new stations at this time but he is now on the waiting list"
OUT,,Huntington Center Gulf,"20 Huntington St, Shelton, CT, 06484",Shelton,CT,06484,Fairfield,OBD Plus,,,gulf06484@gmail.com,,John doesn’t want to join because they can’t afford to dedicate one bay | John doesn’t want to join because they can’t afford to dedicate one bay
OUT,ST0006039,In Tune Automotive (at Sunoco sta),"336 Main Ave, Norwalk, CT, 06851",Norwalk,CT,06851,Fairfield,Full Service,,(203) 849-1522 shop (914) 299-8746 owners cell,repairs@sunocous.com,,1/18/23 - submited written request to leave the program effective immediately | 1/18/23 - submited written request to leave the program effective immediately
OUT,,Integrity Automotive LLC – Repair facility,"148 Prince Hill Rd, Brooklyn, CT, 06234",Brooklyn,CT,06234,Windhm,Repair Only,,(860) 774-6200,,,8/27/24 - per Ray (cold call) possible replacement for Heritage Valley | 8/27/24 - per Ray (cold call) possible replacement for Heritage Valley
OUT,,J & H Auto formerly Interstate Shell,"647 School Street, Putnam, CT, 06260",Putnam,CT,06260,,,,8609282653,,,"lifts in both bays, small | lifts in both bays, small"
OUT,,Jerry's Auto Care Center,"628 Lakewood, Waterbury, CT, 06704",Waterbury,CT,06704,New Haven,Full Svc?,no DNR,4752352822,,,"6/22 - poss replacement for Superior, site visit completed, Geoff has photos and report card, denied as they did not have a DNR | 6/22 - poss replacement for Superior, site visit completed, Geoff has photos and report card, denied as they did not have a DNR"
OUT,,Jewett City Service Center LLC,"190 North main Street, Griswold/Jewett City, CT, 06351",Griswold/Jewett City,CT,06351,New London,Full Service,,(860) 383-6191,,U8157,1/27 - still interested | 1/27 - still interested
OUT,,Jiffy Lube # 1789 DBA Heartland Auto,"480 Main Street, East Hartford, CT, 06118",East Hartford,CT,06118,,,,(512) 769-5951,,,Gage spoke with the owner (203) 748-2466 who advised he is not interested | Gage spoke with the owner (203) 748-2466 who advised he is not interested
OUT,,Jiffy Lube # 896,"112 Federal Road, Danbury, CT, 06811",Danbury,CT,06811,Fairfield,,,(512) 769-5951,,,
OUT,,Jim & Sons Auto Repair,"18 Tosun Rd, Suite A, Wolcott, CT, 06716",Wolcott,CT,06716,New Haven,,,2038795612,Ness102@icloud.com,,"8/13/24 - cold call - Lizz called and left a message with callback info, will try them again Friday | 8/13/24 - cold call - Lizz called and left a message with callback info, will try them again Friday"
OUT,ST0005010,Jims Auto Sales and Service,"13 Middlefield RD, Durham, CT, 06422",Durham,CT,06422,Middlesex,OBD Plus,withdrew before implementation,8603490684,faz1@comcast.net,,
OUT,,John's Auto & Trucks,"85 Mill Plain Road, Danbury, CT, 06811",Danbury,CT,06811,Fairfield,,,,,R6856,"can dedicate 1 bay w/no lift, will post signs for 3 pkg spots and install monitor, bath is large and clean, wait area/office combined | can dedicate 1 bay w/no lift, will post signs for 3 pkg spots and install monitor, bath is large and clean, wait area/office combined"
OUT,ST0006109,JT Value Tire,"318 Middle St, Bristol, CT, 06010",Bristol,CT,06010,Hartford,OBD Plus,voluntarily withdrew before signing contract,8608636872,jtvaluetire@gmail.com,R7990,6/25/24 - inquiried via website 9/9/24 - DMV approved 9/17/24 - G sent info on training 9/19 - G sent info on registering site and signing contract | 6/25/24 - inquiried via website 9/9/24 - DMV approved 9/17/24 - G sent info on training 9/19 - G sent info on registering site and signing contract
OUT,ST0006013 - voluntary withdrawal,Kleemann Service Center,"401 N. Main St., Norwich, CT, 06360",Norwich,CT,06360,New London,Full Svc,,(860) 961-6230,kleemannauto@gmail.com,,10/31/24 - received notice of voluntary withdrawal 11/25 - DD to pick up next week | 10/31/24 - received notice of voluntary withdrawal 11/25 - DD to pick up next week
OUT,CTVIN7575,"L & L Equipment, Inc.","33 Peters Road, Bloomfield, CT, 06002",Bloomfield,CT,06002,Hartford,VIN Only,,8602425666,service@landlequipment.com,,
OUT,CTVIN2641,LA Motors,"420 Chase Avenue, Waterbury, CT, 06704",Waterbury,CT,06704,New Haven,VIN Only,,2037253944,lakewoodauto007@sbcglobal.net,,9/27 - GF | 9/27 - GF
OUT,ST0000469,Lees Auto Center Inc,"171 West Road, Ellington, CT, 06029",Ellington,CT,06029,Tolland,Full Service,,8608751444,brianl@leesautoranch.com,,
OUT,CTVIN2706,"Leo's Garage, LLC","54 Miry Brook Rd., Danbury, CT, 06811",Danbury,CT,06811,Fairfield,VIN Only,,2032414510,leosgaragellc@gmail.com,,
OUT,,Libby's Sales & Service,"60 Printers Lane, New Haven, CT, 06519",New Haven,CT,06519,New Haven,VIN Verification,,2037721112,libbysevents@gmail.com,N0476,"1/25/22 - contact requested by DMV, app submitted via website 1/27/22 - Very interested | 1/25/22 - contact requested by DMV, app submitted via website 1/27/22 - Very interested"
OUT,ST0003732 - unit to Bullard 3/5/25,Litchfield Hills Motorsports LLC,"159 Torrington Road, Goshen, CT, 06756",Goshen,CT,06756,Litchfield,Full Service,withdrew due to family obligations and elderly father,8604915467,lhmsports@yahoo.com,,11/23/24 - withdrew due to family obligation (father ill) | 11/23/24 - withdrew due to family obligation (father ill)
OUT,ST0006068,Longmeadow Automotive,"92 Gary school Road, Pomfret Center, CT, 06259",Pomfret Center,CT,06259,Windham,VIN Ver,,8609285363,longmeadowauto@gmail.com,,"11/18 - ready for delivery 3/28/22 - advised they are no longer interested in participating in program, tech center notified we will need to pick up or equipment | 11/18 - ready for delivery 3/28/22 - advised they are no longer interested in participating in program, tech center notified we will need to pick up or equipment"
OUT,ST0004722,Lube Express,"1429 East Putnam Avenue, Old Greenwich, CT, 06870",Old Greenwich,CT,06870,Fairfield,OBD Plus,,2036989531,porots8@hotmail.com,,under new ownership | under new ownership
OUT,,M&M Auto and Tire,"80 Granby Street, Bloomfield, CT, 06002",Bloomfield,CT,06002,Hartford,,,8602068106,,U8253,1/27/22 left vm | 1/27/22 left vm
OUT,,M&M Auto Repair,"415 North Avenue, Bridgeport, CT, 06606",Bridgeport,CT,06606,Fairfield,,,(203) 362-2266,,R7121,
OUT,,Macara Vehicle Services,"207 N Main St, Norwich, CT, 06360",Norwich,CT,06360,New London,,,8608870548,rjanovic@macarainc.com,,
OUT,,Mac's Quick Lube LLC,"3 A Newtown Road, Danbury, CT, 06810",Danbury,CT,06810,Fairfield,,,2037910400,,R6784,disconnected | disconnected
OUT,ST0006081,Mad Hatter - Enfield,"14 Cranbrook Drive, Enfield, CT, 06082",Enfield,CT,06082,Hartford,OBD Plus,,(860) 488-3957,madhatterenfield@gmail.com; madhatter.brandenleblanc@gmail.com,R7691,11/15/22 - notified of transfer taking place tomorrow. Advised will need to go thru new facility acceptance process | 11/15/22 - notified of transfer taking place tomorrow. Advised will need to go thru new facility acceptance process
OUT,ST0006086,Fred & Bonnie LLC dba Foxy's 44 LLC,"221 W Main St, Avon, CT, 06001",Avon,CT,06001,Hartford,Full Service,,(860) 916-8484,dfox@foxboxdumpsters.com,R7894,5/2 - notified Valvoline is going to be leasing this location when their DNR app is approved | 5/2 - notified Valvoline is going to be leasing this location when their DNR app is approved
OUT,,Mainstream Motor LLC,"559 Main Street, Plymouth, CT, 06782",Plymouth,CT,06782,Litchfield,,,(860) 845-5252,,U8545,disconnected | disconnected
OUT,,Mansfield Auto Parts,"214 Staffor Rd, Mansfield, CT, 06250",Mansfield,CT,06250,Tolland,,,,,,
OUT,,Maple Ave Repair LLC,"170 N Main St, Suite A, Middletown, CT, 06457",Middletown,CT,06457,Middlesex,,no DNR,(860) 770-2041,,R7711,1/27/22 - vm | 1/27/22 - vm
OUT,,Marselli Precision Automotive LLC,"272 South Main Street, East Windsor, CT, 06088",East Windsor,CT,06088,Hartford,,,(860) 761-2619,,U7904,not interested | not interested
OUT,,Meineke - Ansonia,"472 Main St, Ansonia, CT, 06401",Ansonia,CT,06401,New Haven,OBD Plus,,2034464432,,R4508,not interested | not interested
OUT,,Meineke - Berlin,"658 Berlin Turnpike, Berlin, CT, 06037",Berlin,CT,06037,Hartford,OBD Plus,no DNR,8609474797,jemsystemsinc@gmail.com,U6685,
OUT,,Meineke - Bristol,"1114 Farmington Ave, Bristol, CT, 06010",Bristol,CT,06010,Hartford,OBD Plus,,8602612888,,R7426,7/18/23 - spoke with Dave who advised this store has closed | 7/18/23 - spoke with Dave who advised this store has closed
OUT,,Meineke - Colchester,"493 Norwich Avenue, Colchester, CT, 06415",Colchester,CT,06415,New London,OBD Plus,no DNR,(860) 537-2220,2231meineke2475@gmail.com,U7837,
OUT,,Meineke - Manchester,"290 A Broad Street, Manchester, CT, 06040",Manchester,CT,06040,Hartford,OBD Plus,,,,,out of business | out of business
OUT,ST0005072,Meineke - Meriden,"392 West Main Street, Meriden, CT, 06451",Meriden,CT,06451,New Haven,Test and Repair,withdrew before implementation,2032354949,"mark.sproule@meinekecarcarect.co,",,"4/13/21 - DMV advises Meriden has been decommissioned and equipment removed, same owner as Rocky Hill Meineke | 4/13/21 - DMV advises Meriden has been decommissioned and equipment removed, same owner as Rocky Hill Meineke"
OUT,,Meineke - Meriden,"392 West Main Street, Meriden, CT, 06457",Meriden,CT,06457,New Haven,OBD Plus,,2035990788,,R5852,not interested | not interested
OUT,ST0005019,Meineke - Rocky Hill,"2000 Silas Deane Highway, Rocky Hill, CT, 06067",Rocky Hill,CT,06067,Hartford,Test and Repair,withdrew before implementation,8603724424,"mark.sproule@meinekecarcarect.co,",,4/13/21 - DMV advises the new owner wishes to continue doing emissions butthey hsve not received any paperwork so the location remains locked out | 4/13/21 - DMV advises the new owner wishes to continue doing emissions butthey hsve not received any paperwork so the location remains locked out
OUT,,Meineke - Wallingford,"1192 North Colony Road, Wallingford, CT, 06492",Wallingford,CT,06492,New Haven,OBD Plus,,(203) 395-7075,,U7503,not interested | not interested
OUT,,Meineke - Waterbury,"760 Wolcott St, Waterbury, CT, 06705",Waterbury,CT,06705,New Haven,OBD Plus,,(203) 395-7075,,R6494,not interested | not interested
OUT,ST0006026 - decertified,Meineke Car Care Center,"1012 New Britain Avenue, West Hartford, CT, 06110",West Hartford,CT,06110,Hartford,Full Service,,(860) 953-1534,jessavitable@sbcglobal.net: jon.avitable63@gmail.com,,
OUT,,Mercier's Kustom Auto Body,"231 Field Road Unit #1, Somers, CT, 06072",Somers,CT,06072,Tolland,,,(860) 749-0055,,,
OUT,,Midas - Danbury,"350 Main Street, Danbury, CT, 06810",Danbury,CT,06810,Fairfield,OBD Plus,,(203) 743-6369,,R6444,"5 bays, services police vehicels so he cant remove lifts, cannot afford a CTI | 5 bays, services police vehicels so he cant remove lifts, cannot afford a CTI"
OUT,,Midas - Enfield,"5 Palomba Drive, Enfield, CT, 06082",Enfield,CT,06082,Hartford,OBD Plus,,8602658501,,R6952,"Per Jim, not interested, can't afford manpower | Per Jim, not interested, can't afford manpower"
OUT,,Midas - Stamford,"41 Main Street, Stamford, CT, 06901",Stamford,CT,06901,Fairfield,OBD Plus,,(203) 324-9207,,R7381,"per Andrew, not interested, limited space | per Andrew, not interested, limited space"
OUT,ST0004870,Middlebury Garage,"1126 Middlebury Road, Middlebury, CT, 06762",Middlebury,CT,06762,New Haven,Test and Repair,,2037582018,sean@middleburygarage.com,,"8-5, on the fence about continuing due to limited testing | 8-5, on the fence about continuing due to limited testing"
OUT,ST0004710,Middlesex Auto Center,"29 Meriden Road, Middlefield, CT, 06481",Middlefield,CT,06481,Middlesex,OBD Plus,voluntarily withdrew,8603461064,middlesexauto@att.net,,"10/25 - received request for voluntary withdrawal 11/7/24 - unit retrieved, contract deactivated | 10/25 - received request for voluntary withdrawal 11/7/24 - unit retrieved, contract deactivated"
OUT,,Mike Smith Transmissions & Auto Center,"849 N Main St, Danielson, CT, 06239",Danielson,CT,06239,,,,(860) 774-8421,,,"pot holes at entrance, lift in bay, will need to install monitor, large waiting room, clean bathroom, 2 mi from another test site | pot holes at entrance, lift in bay, will need to install monitor, large waiting room, clean bathroom, 2 mi from another test site"
OUT,ST0001264 - unit to ST0006117,Mikes Auto Service,"54 Pane Road, Newington, CT, 06111",Newington,CT,06111,Hartford,OBD Plus,,8606671426,mike@mikesnewington.com; cindy@mikesnewington.com,U5268,"3/29/21 - not happy with the hours required by State, is interested in becoming a BETA site and would like a visit from management to discuss program further | 3/29/21 - not happy with the hours required by State, is interested in becoming a BETA site and would like a visit from management to discuss program further"
OUT,ST0004713,Milex Auto Repair,"1289 Stratford Avenue, Stratford, CT, 06615",Stratford,CT,06615,Fairfield,OBD Plus,,2033782679,milexauto@att.net,,"very little parking, wait area dirty, restroom small and dirty, junk piled in front of test bay, whole shop is dirty | very little parking, wait area dirty, restroom small and dirty, junk piled in front of test bay, whole shop is dirty"
OUT,,MiMi Dragone Inc dba Wood Ave Auto Sales LLC,"134 Albion Sreet, Bridgeport, CT, 06605",Bridgeport,CT,06605,Fairfield,U8217,,(203) 612-6200,,,disconnected | disconnected
OUT,ST0000193 - now Colonial,MJ Sullivan,"452 Broad Street, New London, CT, 06320",New London,CT,06320,New London,OBD Plus,,8604424371,stevens.mjsullivan@snet.net,,3/1/24 - site sold now Colonial | 3/1/24 - site sold now Colonial
OUT,ST0006054 - decertified,Monro #213,"901 Bostion Post Rd, Old Saybrook, CT, 06475",Old Saybrook,CT,06475,Middlesex,OBD Plus,,(860) 388-1016,Store0213@monro.com,,1/16/24 - site has not tested since 11/17/23 and no closures entered 1/10/24 - locked out and closure entered thru May | 1/16/24 - site has not tested since 11/17/23 and no closures entered 1/10/24 - locked out and closure entered thru May
OUT,ST0006067 - decertified,Monro #607,"556 Boston Post Road, Guilford, CT, 06437",Guilford,CT,06437,New Haven,OBD Plus,,(203) 458-1658,store0607@monro.com,,1/10/24 - per Nicki closed indefinitely due to no inspectors Have not tested since October 2023. Closure was entered thru Nov and was extended thru Mar 2024 | 1/10/24 - per Nicki closed indefinitely due to no inspectors Have not tested since October 2023. Closure was entered thru Nov and was extended thru Mar 2024
OUT,,Monro Muffler Store #1450,"252 Flanders Road, Niantic, CT, 06357",Niantic,CT,06357,New London,OBD Plus,,(860) 739-0630,store0152@monrostores.com; cynthia.angora@monro.com,,9/1 - used car lot is full | 9/1 - used car lot is full
OUT,ST0006042,Monro Muffler Store #152,"240 East Main Street, Clinton, CT, 06413",Clinton,CT,06413,Middlesex,OBD Plus,site closed without notification,(860) 669-1975,Store0152@monro.com,,10/7/24 - received motorist complaint stating he had an appt and rec'd confirmation yet when he got there was told the system was down | 10/7/24 - received motorist complaint stating he had an appt and rec'd confirmation yet when he got there was told the system was down
OUT,,Monro Muffler Store #160,"41 Lake Avenue Extension, Danbury, CT, 06811",Danbury,CT,06811,Fairfield,OBD Plus,,,shop160@monrostores.com,,"lift in bay, will need to install monitor, waiting room is very large with only 1 chair, appears to have ample parking, no pics of bathroom | lift in bay, will need to install monitor, waiting room is very large with only 1 chair, appears to have ample parking, no pics of bathroom"
OUT,ST0006044,Monro Muffler Store #171,"789 Foxon Road, East Haven, CT, 06512",East Haven,CT,06512,New Haven,OBD Plus,decertified,(203) 469-2422,Store0171@monro.com,,"1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified | 1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified"
OUT,ST0006045,Monro Muffler Store #178,"984 Main Street (Route 63), Watertown, CT, 06795",Watertown,CT,06795,Litchfield,OBD Plus,decertified,(860) 945-6537,Store0178@monro.com,,"station to be decertified as they have not tested since October 2023, closure thru April 2024 | station to be decertified as they have not tested since October 2023, closure thru April 2024"
OUT,ST0006048,Monro Muffler Store #194,"317 North Frontage Road, New London, CT, 06320",New London,CT,06320,New London,OBD Plus,decertified,(860) 440-3772,store0194@monro.com,,8/16/23 - per Jack they were permanently removed from program 10/1/24 - reinstated | 8/16/23 - per Jack they were permanently removed from program 10/1/24 - reinstated
OUT,ST0006051,Monro Muffler Store #200,"774 Rubber Avenue, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,OBD Plus,decertified,(203) 729-0038,Store0200@monro.com,,8/16/23 - per Jack they were permanently removed from program 8/17/23 - reinstated | 8/16/23 - per Jack they were permanently removed from program 8/17/23 - reinstated
OUT,ST0006052,Monro Muffler Store #205,"1043 Bridgeport Avenue, Milford, CT, 06460",Milford,CT,06460,New Haven,OBD Plus,decertified,(203) 874-0352,store0205@monro.com,,1/17/25 - to be decertified 3/4/25 - Cynthia notified | 1/17/25 - to be decertified 3/4/25 - Cynthia notified
OUT,ST0006056,Monro Muffler Store #248,"56 Division Street, Derby, CT, 06418",Derby,CT,06418,Fairfield,OBD Plus,decertified,(203) 735-7101,Store0248@monro.com,,10/19 - ready for unit delivery | 10/19 - ready for unit delivery
OUT,ST0006059,Monro Muffler Store #349,"885 South Main Street, Cheshire, CT, 06410",Cheshire,CT,06410,New Haven,OBD Plus,decertified,(203) 272-5660,store0349@monro.com,,"10/19 - ready for unit delivery 2/2 - Jack spoke with Mike, Sta Mgr and advised they had defaulted and we would pick up our equipment Monday, 2/7 | 10/19 - ready for unit delivery 2/2 - Jack spoke with Mike, Sta Mgr and advised they had defaulted and we would pick up our equipment Monday, 2/7"
OUT,ST0006018,Monro Muffler Store #508,"445 Queen Street, Southington, CT, 06489",Southington,CT,06489,Hartford,OBD Plus,unit removed before install,(860) 628-9488,store0508@monro.com,,11/12/21 - unit was delivered but customer refused to allow installl 11/13 - unit picked up and delivered to Briggs Tire (4262) | 11/12/21 - unit was delivered but customer refused to allow installl 11/13 - unit picked up and delivered to Briggs Tire (4262)
OUT,ST0006062,Monro Muffler Store #513,"3334 Berlin Turnpike, Newington, CT, 06111",Newington,CT,06111,Hartford,OBD Plus,decertified,(860) 666-7778,Store0513@monro.com,,"1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified | 1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified"
OUT,ST0006064,Monro Muffler Store #515,"615 Hartford Road, New Britain, CT, 06053",New Britain,CT,06053,Hartford,OBD Plus,decertified,(860) 224-4493,store0515@monro.com,,
OUT,ST0006004,Monro Muffler Store #521,"431 Main Street, East Hartford, CT, 06118",East Hartford,CT,06118,Hartford,OBD Plus,voluntarily withdrew after unit was damaged,(860) 569-7037,Store0521@monro.com,,10/5/23 - removed per JPierce for failure to comply 10/10/23- reinstated | 10/5/23 - removed per JPierce for failure to comply 10/10/23- reinstated
OUT,ST0006007,Monro Muffler Store #670,"211 Albany Turnpike, PO Box 448, Canton, CT, 06019",Canton,CT,06019,Hartford,OBD Plus,unit removed before install,(860) 693-8405,cynthia.angora@monro.com,,"10/19 - ready for unit delivery, not on original list of active stations | 10/19 - ready for unit delivery, not on original list of active stations"
OUT,,Monro Muffler Store #98,"26A Newtown Road (Rte 6), Danbury, CT, 06810",Danbury,CT,06810,Fairfield,OBD Plus,,(203) 730-9905,shop098@monrostores.com,,"lift in bay, clean bath, glass wall/door but will need to install monitor for test bay, large parking lot, less than 1/2 mi from Goodyear | lift in bay, clean bath, glass wall/door but will need to install monitor for test bay, large parking lot, less than 1/2 mi from Goodyear"
OUT,ST0003548,Montambaults Inc,"1676 Thomaston Avenue, Waterbury, CT, 06704",Waterbury,CT,06704,New Haven,Full Service,,2037567026,emontambault@sbcglobal.net,,requested voluntary withdrawal as of Jan. Their last test done 1/2/24 | requested voluntary withdrawal as of Jan. Their last test done 1/2/24
OUT,,Montville Auto Inc.,"904 Rte. 32, Uncasville, CT, 06382",Uncasville,CT,06382,New London,,,(860) 848-4016,,U8246,disconnected | disconnected
OUT,,Motor Works,"233 A. White Street, Danbury, CT, 06810",Danbury,CT,06810,Fairfield,OBD Plus,,(203) 792-9440,,,too many other things going on | too many other things going on
OUT,ST0005038,New England Auto World,"208 Seymour Avenue, Derby, CT, 06418",Derby,CT,06418,New Haven,OBD Plus,,2039516000,debbie@group7auto.com,,"change of name/ownership, waiting for D&R license | change of name/ownership, waiting for D&R license"
OUT,CTVIN6347,New Fairfield Automotive Inc,"104 Route 39 North, New Fairfield, CT, 06812",New Fairfield,CT,06812,Fairfield,OBD Plus,,2037462422,newfairfieldautomotive@gmail.com,,
OUT,ST0005049,New Image Auto LLC,"969 Killingworth Road, Higganum, CT, 06441",Higganum,CT,06441,Middlesex,OBD Plus,,8603454185,service@newimageautoct.com,,
OUT,,New London Motors Inc,"467 Colman Street, New London, CT, 06320",New London,CT,06320,New London,,,(860) 701-0122,,U7706,DMV agent is a resident and past employees not really impressed about the things they have seen and heard. Not reliable or clean 1/27/22 - disconnected | DMV agent is a resident and past employees not really impressed about the things they have seen and heard. Not reliable or clean 1/27/22 - disconnected
OUT,,Nick's Precision Automotive Svcs Ctr Inc,"531 Tunxis Hill Road, Fairfield, CT, 06825",Fairfield,CT,06825,Fairfield,,,2033664775,admin@rsmgt.net,R7401,(860) 848-4015 or (860) 848-4016 both are not working #s | (860) 848-4015 or (860) 848-4016 both are not working #s
OUT,ST0000171,O'Neill's Chevrolet Buick Inc,"5 West Main Street, Avon, CT, 06001",Avon,CT,06001,Hartford,Full Service,,8606771666,amanda@oneillschevybuick.com; cjswarhead@yahoo.com,,"received notice of withdrawal effective June 14, 2024 | received notice of withdrawal effective June 14, 2024"
OUT,,Palace Garage Inc DBA York Service Center,"322 Davenport Avenue, New Haven, CT, 06519",New Haven,CT,06519,,,,(203) 789-1515,,,"lvm x2 for Jose - Svc Mgr - requested call back - no response, spoke w/Elray who advised they do not have the option to decide. We should call the area manager Arash (413) 241-0048 for mre info | lvm x2 for Jose - Svc Mgr - requested call back - no response, spoke w/Elray who advised they do not have the option to decide. We should call the area manager Arash (413) 241-0048 for mre info"
OUT,ST0003190,Partyka Chevrolet Inc,"200 Skiff Street, Hamden, CT, 06517",Hamden,CT,06517,New Haven,Test and Repair,,2032887761,,,"4/1/21 - claim they are no longer doing testing? 6/14 - on sheet as enrolled but claim they are not in the program, originally moved to out but moved back to acitve 6/15 - contacted today per JP request | 4/1/21 - claim they are no longer doing testing? 6/14 - on sheet as enrolled but claim they are not in the program, originally moved to out but moved back to acitve 6/15 - contacted today per JP request"
OUT,,Paul's Service Center Inc,"819 Lindley Street, Bridgeport, CT, 06606",Bridgeport,CT,06606,Fairfield,,,(203) 367-2736,,U5202,Not intersted | Not intersted
OUT,ST0005002,Pep Boys - Bridgeport,"513 Boston Avenue, Bridgeport, CT, 06610",Bridgeport,CT,06610,Fairfield,OBD Plus,,2033356009,arash_behfar@pepboys.com,,"4/5 - parking signs knocked down, could not see monitor, we have pics but report card is missing 6/28 - Gage onsite - no issues found | 4/5 - parking signs knocked down, could not see monitor, we have pics but report card is missing 6/28 - Gage onsite - no issues found"
OUT,,Pep Boys - Hamden,"2301 Dixwell Avenue, Hamden, CT, 06514",Hamden,CT,06514,New Haven,Full Service,,(203) 281-4441 or cell (215) 430-9428,martin_corbett@pepboys.com,R5568,"11 bays, ample parking, will install monitor, auto parts section being remodeled | 11 bays, ample parking, will install monitor, auto parts section being remodeled"
OUT,ST0005066,Pep Boys - Mystic,"2400 Gold Star Highway, Mystic, CT, 06355",Mystic,CT,06355,New London,Full Service,,8605369235,paulcerveny@yahoo.com,,would not allow us to view their site 7/27/21 - removed per JPierce | would not allow us to view their site 7/27/21 - removed per JPierce
OUT,ST0003587,Pep Boys - Waterbury,"699 Wolcott Street, Waterbury, CT, 06705",Waterbury,CT,06705,New Haven,OBD Plus,,2037575678,martin_corbett@pepboys.com; svcmgr0277@pepboys.com,,6/29 - no issues found during site visit 7/27/21 - removed per Jpierce | 6/29 - no issues found during site visit 7/27/21 - removed per Jpierce
OUT,ST0005065,Pete's Auto & Service LLC,"119 North Main Street, Norwich, CT, 06360",Norwich,CT,06360,New London,OBD Plus,,8608929522,petesautosalesllc@gmail.com,,10/6/23 - closed due to death in family and restructuring of business 1/4/24 - called for status update but phone goes to fast busy. 1/8/24 - emailed Pete advising we need a status update ASAP if they want to continue tpo participate in program | 10/6/23 - closed due to death in family and restructuring of business 1/4/24 - called for status update but phone goes to fast busy. 1/8/24 - emailed Pete advising we need a status update ASAP if they want to continue tpo participate in program
OUT,CTVIN5122,Pete's Auto Sales LLC,"16 River Rd, Lisbon, CT, 06351",Lisbon,CT,06351,New London,Full Service,,(860) 892-9522,petesautosalesllc@gmail.com,,"10/19 - left message 10/19 - Jody will have to check w/staff to see where they stand, she is questioning whether the area they chose for the unit is going to work 2/28 - notified they are closing this location and request unit be picked up | 10/19 - left message 10/19 - Jody will have to check w/staff to see where they stand, she is questioning whether the area they chose for the unit is going to work 2/28 - notified they are closing this location and request unit be picked up"
OUT,ST0006036,Plaza Service Center Inc,"12 N Plains Industrial Road, Wallingford, CT, 06492",Wallingford,CT,06492,New Haven,Full Service,,(203) 269-3550,nickclark@plazaservicecenter.com,,no pics - refuses to dedicate 1 bay for emissions (lifts in all 3 bays as well) | no pics - refuses to dedicate 1 bay for emissions (lifts in all 3 bays as well)
OUT,,PR Automotive LLC,"677-682 Madison Ave, Bridgeport, CT, 06606",Bridgeport,CT,06606,Fairfield,,,(203) 338-9669 (203) 916--6222,,,45 - 1/27 - # disconnected | 45 - 1/27 - # disconnected
OUT,,Precision Tune Auto Care - NEW OWNERSHIP,"475 River Road, Shelton, CT, 06484",Shelton,CT,06484,,,,(203) 924-8863,,,"8/2 - spoke with Pam, said at this time they are not interested | 8/2 - spoke with Pam, said at this time they are not interested"
